review,rating,date,bank,source,sentiment_label,sentiment_score,theme
c est super bon,5,2022-08-31,Bank of Abyssinia,Google Play,positive,0.5994,General Feedback
Tena tsara mahafianaritra. Mankasitraka,5,2022-08-30,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
This new version is really easy to be used. I didn't have any problem to retrieve my account. Just set up the information you used on the old version and you should be fine to use the new one.,5,2022-08-30,Bank of Abyssinia,Google Play,positive,0.7392,User Experience
"J'ai fait entrer mon Digital ID et la date d'expiration puis j'appuie sur OK. Il me sort un message box ""Client introuvable"". Alors que ce sont mes identifiants avec l'ancienne version.",1,2022-08-20,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
user not found,1,2022-08-19,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
Trop de bugs! Application très instable,1,2022-06-27,Bank of Abyssinia,Google Play,neutral,0.0,App Performance
"L'application ne marche même pas.. toujours ""client introuvable"".. j'ai bien vérifié le DIGITAL ID. c'est en anglais..mon téléphone en anglais aussi ..et l'application me dit ""client introuvable"" 🙄 . Rien ne marche.. j'ai déjà utilisé l'ancienne application.. ça a toujours marché jusqu'à ce que j'ai changé de téléphone. Galère...",1,2022-06-16,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
Impossible de se connecter avec le digital id ou l'identifiant 😑,1,2022-05-21,Bank of Abyssinia,Google Play,neutral,0.0,General Feedback
Very bas experience Developpers of this app are not ready,1,2022-04-08,Bank of Abyssinia,Google Play,negative,-0.2755,General Feedback
"I do not receive the SMS to activate so now I am stuck. Even though my ID, expiry is set and the mobile number is correct and active. Not happy at all.",1,2022-02-03,Bank of Abyssinia,Google Play,negative,-0.2495,General Feedback
Not usable - (Error: Client introuvable). Double checked Digital ID and exp. date with bank,1,2022-01-15,Bank of Abyssinia,Google Play,positive,0.3089,App Performance
Very good app. I really appreciate. It's soft and easy to use.,4,2021-11-17,Bank of Abyssinia,Google Play,positive,0.8437,User Experience
Works well,5,2021-10-06,Bank of Abyssinia,Google Play,positive,0.2732,General Feedback
The bank is nice only that they dont have many branches in benin,5,2021-07-22,Bank of Abyssinia,Google Play,positive,0.4215,User Experience
"Crash, crash, crash and crash again. Tried on 4 different phones. Crashed even on an octa-core with 3 gigs of RAM. Deserve a zero but unfortunately 1 is the minimum value available.",1,2021-04-26,Bank of Abyssinia,Google Play,negative,-0.6597,App Performance
